,report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,zip_code
3964,174012,5/24/17 14:30,315,8800, ,RIO SAN DIEGO,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92108
3965,174180,5/24/17 15:20,931,5200, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,92121
3966,174243,5/24/17 16:48,713,2100, ,BRITANNIA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92154
3967,174010,5/24/17 17:20,326,5000, ,COLLWOOD,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92115
3968,174370,5/24/17 17:30,813,4100, ,IDAHO,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92104
3969,174204,5/24/17 17:37,116,0, ,CLAIREMONT,DRIVE, ,DENVER,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,US
3970,174303,5/24/17 18:00,512,2800, ,LOGAN,AVENUE, , , ,21651A,VC,DIVIDED HIGHWAYS DRIVING TO LEFT OF DIVIDING SECTION OR U-TURN,1,0,,92113
3971,174025,5/24/17 18:00,232,14700, ,CAM DEL NORTE, , , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92127
3972,174065,5/24/17 18:13,821,6100, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92115
3973,174304,5/24/17 18:57,512,3000, ,LOGAN,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,92113
3974,174238,5/24/17 19:42,434,700, ,CARDIFF,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,2,0,,92114
3975,174240,5/24/17 20:47,713,7100, ,OTAY MESA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92154
3976,174007,5/24/17 22:10,233,9900, ,CARMEL MTN,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92129
3977,174018,5/24/17 22:40,611,3300, ,PACIFIC,HIGHWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92101
3978,174134,5/25/17 0:00,838,4200, ,34TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
3979,174078,5/25/17 0:01,121,3100, ,MISSION,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92109
3980,174057,5/25/17 7:20,234,16000,W,BERNARDO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,
3981,174098,5/25/17 8:55,811,3400, ,MEADE,AVENUE, , , ,22400A,VC,MINIMUM SPEED LAW,1,0,,92116
3982,174112,5/25/17 9:00,323,5500, ,COLLEGE,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,
3983,174047,5/25/17 10:10,442,0,S,41ST,STREET, ,NATIONAL,AVENUE,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,0,0,MISDEMEANOR,
3984,174055,5/25/17 11:00,521,0, ,15TH,STREET, ,E,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,US
3985,174061,5/25/17 11:54,313,4600, ,MERCURY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92111
3986,174148,5/25/17 12:10,441,4600, ,IMPERIAL,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,92113
3987,174063,5/25/17 12:37,114,4600, ,CLAIREMONT MESA,BOULEVARD, , , ,21651A,VC,DIVIDED HIGHWAYS DRIVING TO LEFT OF DIVIDING SECTION OR U-TURN,0,0,,92117
3988,174053,5/25/17 12:40,124,8900, ,VILLA LA JOLLA,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92037
3989,174106,5/25/17 13:22,111,7500, ,MESA COLLEGE,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,92111
3990,174060,5/25/17 13:56,447,1500, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92102
3991,174231,5/25/17 14:15,437,2700, ,CASEY,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,92139
3992,174102,5/25/17 17:15,524,100,W,BROADWAY, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92101
3993,174252,5/25/17 17:34,246,10700, ,SCRIPPS POWAY,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92131
3994,174247,5/25/17 18:15,723,4200, ,DEL SOL,BOULEVARD, , , ,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,3,0,,92154
3995,174121,5/25/17 19:19,313,4600, ,OVERLAND,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92123
3996,174161,5/25/17 20:39,821,6300, ,STANLEY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92115
3997,174080,5/25/17 21:38,931,5900, ,LUSK,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92121
3998,174088,5/25/17 22:11,241,9800, ,CARROLL CANYON,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,92131
3999,174190,5/25/17 22:25,713,0, ,ROLL,DRIVE, ,SIEMPRE VIVA,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,
4000,174054,5/25/17 22:49,122,900, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92109
4001,174544,5/26/17 0:01,122,1100, ,FELSPAR,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92109
4002,174665,5/26/17 0:01,315,7900, ,MISSION CENTER,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92108
4003,174115,5/26/17 1:50,315,1200, ,CAM DEL RIO NORTH, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92108
4004,174245,5/26/17 5:30,711,2300, ,DAIRY MART,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92108
4005,174081,5/26/17 7:00,311,3100, ,MURRAY RIDGE,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92123
4006,174116,5/26/17 9:25,826,0, ,ALTADENA,AVENUE, ,EL CAJON,BOULEVARD,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,2,0,,
4007,174220,5/26/17 9:32,521,1500, ,F,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92101
4008,174172,5/26/17 9:40,526,800, ,ASH,STREET, , , ,22100B,VC,LEFT TURNS AT INTERSECTIONS,1,0,,92101
4009,174409,5/26/17 11:00,623,7000, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92108
4010,174109,5/26/17 11:21,242,0, ,BLACK MTN,ROAD, ,GEMINI,AVENUE,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,
4011,174114,5/26/17 12:05,313,7700, ,BALBOA,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92111
4012,174108,5/26/17 12:36,242,9400, ,MIRA MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,92126
4013,174714,5/26/17 14:00,622,1300, ,MORENA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92110
4014,174086,5/26/17 14:20,126,10600, ,NORTH TORREY PINES,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR,92037
4015,174076,5/26/17 14:20,112,5300, ,MT ALIFAN,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92111
4016,174095,5/26/17 15:04,112,3500, ,MT ACADIA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,92111
4017,174350,5/26/17 15:23,315,0, ,I-8 EB, , ,MISSION CITY,PARKWAY,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92131
4018,174110,5/26/17 15:50,232,12400, ,CARMEL MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,92128
4019,174135,5/26/17 16:20,822,5500, ,ADELAIDE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,0,0,MISDEMEANOR,92115
4020,174084,5/26/17 16:20,122,4600, ,MISSION,BOULEVARD, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR,92109
4021,174248,5/26/17 16:20,835,4300, ,HOME,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92105
4022,174090,5/26/17 17:04,233,11000, ,VIA SAN MARCO, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92129
4023,174174,5/26/17 17:35,521,1000, ,MARKET,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,92101
4024,174101,5/26/17 18:15,122,2400, ,GRAND,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,4,0,,92109
4025,174186,5/26/17 18:18,623,100, ,HOTEL NORTH,CIRCLE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92108
4026,174249,5/26/17 18:20,813,3200, ,MYRTLE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,0,0,,92104
4027,174089,5/26/17 20:36,523,400, ,F,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,92101
4028,174113,5/26/17 20:55,313,9500, ,BALBOA,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,92123
4029,174118,5/26/17 21:47,122,0, ,FORTUNA,AVENUE, ,INGRAHAM,STREET,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,
4030,174236,5/26/17 22:00,531,0, ,FLORIDA,DRIVE, ,MORLEY FIELD,DRIVE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,
4031,174147,5/26/17 22:59,838,0, ,37TH,STREET, ,ORANGE,AVENUE,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,
4032,174073,5/26/17 23:43,121,0, ,WEST MISSION BAY,DRIVE, , WEST MISSION BAY DR,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92109
4033,174142,5/27/17 0:01,621,2000, ,WESTINGHOUSE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92111
4034,174155,5/27/17 1:45,825,4300, ,EL CAJON,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,92105
4035,174348,5/27/17 8:55,242,8300, ,GOLD COAST,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,92126
4036,174177,5/27/17 10:47,441,3800, ,T,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,92113
4037,174067,5/27/17 11:59,113,3500, ,MONAIR,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92117
4038,174212,5/27/17 12:45,434,7000, ,LISBON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92114
4039,174519,5/27/17 13:45,611,3600, ,MIDWAY,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92110
4040,174139,5/27/17 14:55,826,4300, ,54TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,
4041,174146,5/27/17 16:10,813,2800, ,LINCOLN,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR,92104
4042,174191,5/27/17 16:13,837,1700, ,GATEWAY,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,92105
4043,174253,5/27/17 17:13,233,13500, ,PASEO CARDIEL, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92129
4044,174107,5/27/17 17:13,233,13500, ,PASEO CARDIEL, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92129
4045,174131,5/27/17 17:53,834,4000, ,THORN,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92104
4046,174123,5/27/17 18:30,437,3000, ,ALTA VIEW,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92139
4047,174075,5/27/17 18:34,234,12400, ,RANCHO BERNARDO,ROAD, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,MISDEMEANOR,92128
4048,174104,5/27/17 18:41,625,2500, ,JUAN,STREET, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,1,0,,92110
4049,174189,5/27/17 18:58,835,2700, ,COLUMBINE,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,92105
4050,174208,5/27/17 19:00,712,800,W,SAN YSIDRO,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92173
4051,174351,5/27/17 19:15,123,11000, ,SEA WORLD, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,92110
4052,174229,5/27/17 19:20,521,1000, ,MARKET,STREET, , , ,21456B,VC,PEDESTRIAN TRAFFIC 'WAIT' SIGN,1,0,,92101
4053,177002,5/27/17 19:48,614,1700, ,SUNSET CLIFFS,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92107
4054,174284,5/27/17 19:50,115,8500, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92122
4055,174094,5/27/17 19:56,111,0, ,DIANE,AVENUE, ,MT CRESTI,DRIVE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,
4056,174656,5/27/17 20:42,628,0, ,INDIA,STREET, , W WASHINGTON ST,STREET,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,0,0,,
4057,174093,5/27/17 21:12,123,2400, ,WEST MISSION BAY,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92109
4058,174126,5/27/17 21:50,434,700, ,BILLOW,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92114
4059,174176,5/27/17 22:20,437,1900, ,MANZANA,WAY, , , ,22100B,VC,LEFT TURNS AT INTERSECTIONS,1,0,,92139
4060,174194,5/27/17 23:10,122,1600, ,GRAND,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92109
4061,174356,5/27/17 23:37,627,3900, ,04TH,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,
4062,174066,5/28/17 0:01,115,4200, ,LA JOLLA VILLAGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92037
4063,174071,5/28/17 0:01,613,3200, ,DUKE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92110
4064,175394,5/28/17 2:06,813,4300, ,HAMILTON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92104
4065,174385,5/28/17 2:15,627,1000, ,UNIVERSITY,AVENUE, , , ,21955,VC,CROSSING BETWEEN CONTROLLED INTERSECTIONS,1,0,,92103
4066,174141,5/28/17 3:54,834,3700, ,41ST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
4067,174127,5/28/17 10:52,446,600, ,GLORIA,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,
4068,174100,5/28/17 14:19,932,12600, ,NORTH TORREY PINES,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92037
4069,174799,5/28/17 14:20,122,800, ,GARNET,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92109
4070,174145,5/28/17 14:30,511,2900, ,BOSTON,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92113
4071,175245,5/28/17 14:30,311,8200, ,LARKDALE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92123
4072,174216,5/28/17 14:33,524,900, ,10TH,AVENUE, , , ,22109,VC,SIGNAL WHEN STOPPING,0,0,MISDEMEANOR,
4073,174085,5/28/17 14:34,121,900, ,WEST MISSION BAY,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,MISDEMEANOR,92109
4074,174219,5/28/17 15:20,122,4400, ,DAWES,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,92109
4075,174077,5/28/17 15:30,122,1300, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92109
4076,174367,5/28/17 15:48,122,4500, ,MISSION, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,92109
4077,174132,5/28/17 16:22,823,3600, ,COLLEGE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92115
4078,174151,5/28/17 17:30,232,11800, ,CARMEL MTN,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92128
4079,174163,5/28/17 17:32,614,5000, ,NEWPORT,AVENUE, , , ,21663,VC,DRIVING ON SIDEWALKS,0,0,MISDEMEANOR,92107
4080,174235,5/28/17 17:50,813,2700, ,EL CAJON,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,92104
4081,174258,5/28/17 17:54,521,1500, ,COMMERCIAL,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,0,0,MISDEMEANOR,
4082,174129,5/28/17 18:00,721,1500, ,PALM,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92154
4083,174214,5/28/17 18:18,434,8500, ,JAMACHA,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,
4084,174269,5/28/17 18:30,441,800,S,45TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
4085,174144,5/28/17 18:40,529,1900, ,FRONT,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92101
4086,174257,5/28/17 18:55,512,400,S,29TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
4087,174074,5/28/17 18:57,614,2200, ,CABLE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92107
4088,174143,5/28/17 20:30,524,1000, ,08TH,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR,
4089,174268,5/28/17 21:00,825,0, ,ADAMS,AVENUE, ,I-15 NB, ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92116
4090,174188,5/28/17 21:10,813,3000, ,ADAMS,AVENUE, , , ,23152A,VC,DUI ALCOHOL,1,0,,92116
4091,174169,5/28/17 22:12,814,4900, ,35TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,
4092,174091,5/28/17 22:30,326,4900, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92115
4093,174203,5/29/17 0:01,126,9500, ,LA JOLLA FARMS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92037
4094,174165,5/29/17 5:12,115,6200, ,KANTOR,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92122
4095,174357,5/29/17 6:00,624,4100, ,NORMAL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,92113
4096,174333,5/29/17 8:00,615,2800, ,AVNDA DE PORTUGAL, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92106
4097,175417,5/29/17 9:15,908,0, ,CAMINO SANTA FE, , ,SAN DIEGO,ROAD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
4098,174199,5/29/17 9:45,529,0, ,ALBATROSS,STREET,W,LAUREL,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
4099,174149,5/29/17 13:40,242,11000, ,CAM RUIZ, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,
4100,174234,5/29/17 15:54,825,4800, ,KENSINGTON,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,92116
4101,174187,5/29/17 16:01,811,3400, ,MEADE,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,,92116
4102,174072,5/29/17 16:12,613,3200, ,DUKE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,92110
4103,174225,5/29/17 16:35,624,4100, ,PARK,BOULEVARD, , , ,21663,VC,DRIVING ON SIDEWALKS,1,0,,92103
4104,174339,5/29/17 17:25,529,0, ,05TH,AVENUE, ,HAWTHORN,STREET,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,
4105,174410,5/29/17 17:45,531,2700, ,PARK,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92101
4106,174241,5/29/17 20:42,724,1000, ,OUTER,ROAD, , , ,23152A,VC,DUI ALCOHOL,0,0,,92154
4107,174096,5/29/17 21:05,115,8500, ,COSTA VERDE,BOULEVARD, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,92122
4108,174796,5/29/17 21:26,614,0, ,NIMITZ,BOULEVARD, ,SUNSET CLIFFS,BOULEVARD,21703,VC,FOLLOWING TOO CLOSELY,0,0,,92106
4109,174156,5/29/17 21:55,723,3700, ,ARRUZA,STREET, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,0,0,MISDEMEANOR,92154
4110,174440,5/29/17 22:40,827,0, ,50TH,STREET, ,UNIVERSITY,AVENUE,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,
4111,174160,5/29/17 23:00,826,4300, ,51ST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,
4112,174335,5/29/17 23:27,614,4600, ,NEWPORT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92107
4113,174256,5/30/17 0:01,511,2800, ,HARBOR,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,92101
4114,174397,5/30/17 0:20,626,1900, ,SUNSET,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92103
4115,174474,5/30/17 2:01,323,0, ,ADOBE FALLS,ROAD, ,WARING,ROAD,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,
4116,174070,5/30/17 2:10,616,2800, ,CARLETON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,92106
4117,174168,5/30/17 4:26,614,4900, ,SANTA MONICA,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,92107
