report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
176001,7/25/17 0:01,315,8800, ,RIO SAN DIEGO,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175930,7/25/17 0:06,111,8000, ,LINDA VISTA,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,MISDEMEANOR
175772,7/25/17 0:11,111,3200, ,ASHFORD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175872,7/25/17 1:10,622,5300, ,RILEY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175829,7/25/17 2:33,821,6800, ,AMHERST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175881,7/25/17 5:00,243,8800, ,KELSO,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175859,7/25/17 8:47,824,4700, ,MONROE,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
175998,7/25/17 9:00,111,5100, ,BELLVALE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175788,7/25/17 9:51,434,900, ,WORTHINGTON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
175856,7/25/17 10:00,934,0, ,CARMEL MTN,ROAD, ,SENDA MAR DE PONDERO, ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
176022,7/25/17 11:05,521,0, ,06TH,AVENUE, ,MARKET,STREET,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
175823,7/25/17 11:46,447,1500, ,47TH,STREET, , , ,23123.5(A),VC,TEXT MESSAGING WHILE DRIVING,1,0,
175778,7/25/17 12:25,315,2300, ,FENTON,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
175789,7/25/17 12:42,824,4900, ,EL CAJON,BOULEVARD, , , ,21800(D)(1),VC,APPROACHING INTERSECTION WITH INOPERATIVE SIGNALS.,1,0,
175936,7/25/17 14:04,114,4200, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176182,7/25/17 14:30,713,2300, ,ROLL,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
176047,7/25/17 16:00,447,1600, ,48TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175796,7/25/17 16:06,835,4300, ,HOME,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175860,7/25/17 17:11,529,1700, ,04TH,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
175818,7/25/17 17:58,234,17900, ,WEST BERNARDO,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
176032,7/25/17 19:00,451,5500, ,GRAPE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
175839,7/26/17 0:23,437,2200, ,HONEY,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176197,7/26/17 0:58,626,1700, ,HANCOCK,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
175824,7/26/17 2:07,242,0, ,REAGAN,ROAD, ,WESTMORE,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
175838,7/26/17 8:00,124,7500, ,GIRARD,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175952,7/26/17 10:31,441,4500, ,LOGAN,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
175798,7/26/17 11:00,124,8300, ,CAM DEL ORO, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
176034,7/26/17 12:03,822,4200, ,COLLEGE,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR
175830,7/26/17 13:00,826,5300, ,UNIVERSITY,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175840,7/26/17 13:30,722,2000, ,RIMBEY,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
175858,7/26/17 13:45,931,3900, ,SORRENTO VALLEY,BOULEVARD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,2,0,
176007,7/26/17 14:35,934,3000, ,DEL MAR HEIGHTS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176086,7/26/17 14:37,518,1500, ,FERN,STREET, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
175854,7/26/17 15:00,512,3000, ,COMMERCIAL,STREET, , , ,23123.5(A),VC,TEXT MESSAGING WHILE DRIVING,1,0,
175883,7/26/17 15:30,121,1000, ,SANTA CLARA,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175959,7/26/17 16:01,122,3500, ,RIVIERA,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
176071,7/26/17 16:04,115,0, ,PORTE DE MERANO, , ,REGENTS,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR
175836,7/26/17 16:40,111,4300, ,DERRICK,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175878,7/26/17 17:19,124,1200, ,COAST,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175956,7/26/17 17:35,122,0, ,GARNET,AVENUE, ,LAMONT,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
176104,7/26/17 17:57,521,1700, ,G,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
175851,7/26/17 18:12,627,900, ,WASHINGTON,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
175822,7/26/17 19:42,438,2700, ,DUSK,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,3,0,
176087,7/26/17 20:36,521,400, ,16TH,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
175983,7/26/17 21:39,436,300, ,DOLO,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
176639,7/26/17 22:00,124,7000, ,DRAPER,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175855,7/26/17 22:43,528,500,W,GRAPE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
175799,7/26/17 23:13,124,7700, ,FAY,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176010,7/26/17 23:19,841,0, ,COLLEGE,AVENUE, ,JUDY MCCARTY,WAY,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175853,7/26/17 23:50,521,1100, ,F,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,3,0,
175831,7/27/17 0:01,811,4500, ,CHEROKEE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175857,7/27/17 0:20,934,3000, ,CARMEL VALLEY,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
175841,7/27/17 0:58,614,1900, ,ABBOTT,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175889,7/27/17 10:53,611,3700, ,GAINES,STREET, , , ,21657,VC,OFF-CENTER LANES,0,0,MISDEMEANOR
175908,7/27/17 12:17,511,2800, ,BOSTON,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
176233,7/27/17 14:53,722,0, ,CORONADO,AVENUE, ,NESTOR,WAY,21801B,VC,FAILURE TO YIELDTURNING VEHICLE HAVING YIELDED,2,0,
176226,7/27/17 15:34,111,7200, ,MESA COLLEGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175890,7/27/17 15:49,613,4600, ,NIMITZ,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,MISDEMEANOR
175931,7/27/17 16:33,115,9100, ,REGENTS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176037,7/27/17 16:46,813,4700, ,OREGON,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,
175974,7/27/17 18:01,723,2800, ,IRIS,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175903,7/27/17 18:16,234,18200, ,POMERADO,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
175850,7/27/17 18:30,311,3300, ,MURPHY CANYON,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
175882,7/27/17 19:00,243,8900, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176038,7/27/17 20:12,813,3900, ,30TH,STREET, , , ,22102,VC,U-TURN IN BUSINESS DISTRICT,1,0,
175904,7/27/17 21:20,611,4300, ,PACIFIC,HIGHWAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
176011,7/27/17 22:58,526,0, ,01ST,AVENUE,W,CEDAR,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175792,7/27/17 23:04,931,6100, ,NANCY RIDGE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175926,7/28/17 0:01,122,2000, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175885,7/28/17 2:04,521,0, ,13TH,STREET, ,ISLAND,AVENUE,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,0,0,MISDEMEANOR
175847,7/28/17 2:05,313,9500, ,AERO,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175955,7/28/17 4:50,931,0, ,MIRA MESA,BOULEVARD, ,SCRANTON,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
175934,7/28/17 5:56,122,1800, ,BERYL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176123,7/28/17 9:00,627,300, ,WASHINGTON,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175866,7/28/17 9:40,529,2900, ,FRONT,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
176013,7/28/17 9:40,315,2100, ,CAM DEL RIO SOUTH, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
176046,7/28/17 10:48,313,0, ,MERCURY,STREET, ,SR-163 SB OFF, ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,
175826,7/28/17 11:29,712,4200, ,CAM DE LA PLAZA, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175909,7/28/17 12:04,517,0, ,28TH,STREET, ,C,STREET,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,
175880,7/28/17 13:00,931,5900, ,PACIFIC MESA,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175978,7/28/17 13:20,531,2900, ,ZOO,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175867,7/28/17 15:27,832,4300, ,UNIVERSITY,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
175893,7/28/17 15:30,516,600, ,32ND,STREET, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR
175940,7/28/17 15:30,516,0, ,30TH,STREET, ,MARKET,STREET,2800.4,VC,EVADING A PEACE OFFICER:WRONG WAY DRIVER,2,0,MISDEMEANOR
176408,7/28/17 15:44,627,3900, ,04TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175932,7/28/17 15:49,112,4100, ,GENESEE,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
176371,7/28/17 16:00,315,1700, ,CAM DEL RIO NORTH, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175933,7/28/17 18:00,116,3100, ,CLAIREMONT,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
175968,7/28/17 19:44,438,3100, ,MANOS,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175868,7/28/17 19:45,518,1300, ,EDGEMONT,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175919,7/28/17 20:24,321,0, ,CAM DEL RIO NORTH, , ,FAIRMOUNT,AVENUE,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
175905,7/28/17 21:00,432,5100, ,OLVERA,AVENUE, , , ,21955,VC,CROSSING BETWEEN CONTROLLED INTERSECTIONS,1,0,
175945,7/28/17 21:30,122,1200, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
175900,7/28/17 21:57,813,0, ,31ST,STREET, ,THORN,STREET,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
175901,7/28/17 22:18,832,0, ,EL CAJON,BOULEVARD, , I 15 SB, ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
175879,7/28/17 22:30,242,9500, ,GOLD COAST,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
176089,7/28/17 22:46,713,8600, ,AIRWAY,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
176518,7/28/17 22:55,451,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175895,7/29/17 0:00,233,10000, ,CARMEL MTN,ROAD, , , ,23152(F),VC,DUI DRUGS,0,0,
176012,7/29/17 0:20,931,0, ,EASTGATE,DRIVE, ,OLSON,DRIVE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175942,7/29/17 1:13,627,3700, ,05TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR
176131,7/29/17 2:05,623,2400, ,HOTEL CIRCLE,PLACE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
175871,7/29/17 4:17,614,2100, ,BACON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175902,7/29/17 6:28,242,9900, ,MERCY,ROAD, , , ,21453C,VC,RED ARROWDO NOT ENTER INTERSECTION,1,0,
175894,7/29/17 6:50,813,3700, ,30TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
176125,7/29/17 8:40,833,0, ,CHAMOUNE,AVENUE, ,WIGHTMAN,STREET,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176138,7/29/17 9:30,122,4300, ,MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175877,7/29/17 10:30,822,4500, ,COLLEGE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176163,7/29/17 10:45,626,1800,W,WASHINGTON,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176661,7/29/17 11:15,526,100,W,CEDAR,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176265,7/29/17 12:10,721,1600, ,PALM,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
176023,7/29/17 12:20,313,0, ,CONVOY,STREET, ,SR-52 EB, ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175981,7/29/17 12:22,124,2500, ,TORREY PINES,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
175921,7/29/17 13:28,324,8700, ,ROBLES,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176140,7/29/17 13:36,246,10500, ,SCRIPPS POWAY,PARKWAY, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,
175910,7/29/17 14:45,531,1600, ,PERSHING,DRIVE, , , ,21703A,VC,FOLLOW TOO CLOSELY,0,0,MISDEMEANOR
175897,7/29/17 15:56,622,4900, ,PACIFIC,HIGHWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
175957,7/29/17 16:04,116,2500, ,MORENA,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
175863,7/29/17 16:30,822,4200, ,COLLEGE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176213,7/29/17 16:30,122,2800, ,NORTH MISSION BAY,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
175954,7/29/17 17:08,124,0, ,SAGEBRUSH,ROAD, ,SOLEDAD MTN,ROAD,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
176876,7/29/17 17:27,524,600, ,09TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
175914,7/29/17 18:00,625,2400, ,SAN DIEGO,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176154,7/29/17 18:12,621,7300, ,FRIARS,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
175939,7/29/17 18:30,623,7000, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175967,7/29/17 18:40,312,10600, ,ESCOBAR,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
175912,7/29/17 19:27,824,4700, ,EL CAJON,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
175888,7/29/17 20:05,617,900, ,CATALINA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,MISDEMEANOR
175861,7/29/17 21:15,833,3600, ,ROSELAWN,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175916,7/29/17 21:37,446,300, ,47TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176133,7/29/17 22:28,523,0, ,05TH,AVENUE, ,MARKET,STREET,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175886,7/29/17 23:29,621,6700, ,LINDA VISTA,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,MISDEMEANOR
175864,7/30/17 0:01,441,500,S,39TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175925,7/30/17 0:01,122,2200, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176186,7/30/17 0:01,623,7000, ,FRIARS,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175869,7/30/17 1:53,518,1800, ,31ST,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176048,7/30/17 1:59,122,4500, ,MISSION,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175950,7/30/17 2:08,627,3500, ,PARK,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,
175892,7/30/17 8:15,443,4100, ,DIVISION, , , , ,23136,VC,DUI:UNDER 21YR W/BA.01 (ZERO TOLERANCE) (I),0,0,
176372,7/30/17 10:50,324,8800, ,NAVAJO,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175911,7/30/17 11:00,512,0, ,25TH,STREET, ,IMPERIAL,AVENUE,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
176350,7/30/17 13:06,821,0, ,69TH,STREET, ,EL CAJON,BOULEVARD,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
175986,7/30/17 13:25,438,5900, ,ALLEGHANY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
176077,7/30/17 14:28,124,2800, ,TORREY PINES,ROAD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
175944,7/30/17 14:45,525,900, ,01ST,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
175862,7/30/17 15:30,833,3600, ,46TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
176076,7/30/17 15:34,123,1300, ,WEST MISSION BAY,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,
177161,7/30/17 15:50,122,4500, ,MISSION,BOULEVARD, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,2,0,
175976,7/30/17 16:30,712,200, ,HALL,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175970,7/30/17 17:10,451,3400, ,COLLEGE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
175873,7/30/17 17:41,614,4900, ,NEWPORT,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
176370,7/30/17 18:15,521,1400, ,BROADWAY, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176147,7/30/17 18:36,621,6400, ,LINDA VISTA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
176004,7/30/17 19:20,233,9300, ,PASEO MONTALBAN, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
176103,7/30/17 20:30,122,0, ,GRAND,AVENUE, ,GRESHAM,STREET,22515A,VC,LEAVE VEHICLE UNATTENDED,0,0,
175958,7/30/17 20:56,115,8900, ,REGENTS,ROAD, , , ,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,1,0,
175937,7/30/17 21:00,124,5500, ,BAHIA,LANE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175891,7/30/17 21:30,436,6900, ,JAMACHA,ROAD, , , ,23152A,VC,DUI ALCOHOL,0,0,
175896,7/30/17 21:57,233,11100, ,CARMEL MTN,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,
176057,7/30/17 22:08,825,4000, ,EL CAJON,BOULEVARD, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR
175960,7/31/17 5:00,126,10400, ,NORTH TORREY PINES,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
176150,7/31/17 6:45,529,3200, ,06TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
176002,7/31/17 7:41,618,4300, ,HILL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
175920,7/31/17 10:12,122,2500, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
176327,7/31/17 10:42,723,1500, ,PICADOR,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
